,Tour_ID,High Cost,Higher Cost,Highest Cost,Low Cost,Lower Cost,Normal Cost
522,tour_idwmrz4ppu,0.11798961,0.038902286,0.0028293992,0.043626223,0.0653353,0.73131716
523,tour_idl3z949nh,0.2918431,0.14361,0.0030348238,0.04138602,0.16019066,0.35993534
524,tour_id3tnox9cq,0.25024232,0.59770983,0.005488143,0.028063478,0.0059200055,0.11257621
525,tour_id1pvanh4u,0.35451844,0.42431876,0.0053350823,0.0106,0.010462448,0.19476521
526,tour_id7rlx4ho9,0.051082093,0.84345526,0.03253532,0.0035562455,0.004036724,0.06533438
527,tour_idaaro4vn1,0.14118262,0.75610954,0.039247155,0.0070373886,0.0069572153,0.049466077
528,tour_idpx15117e,0.2465044,0.1170182,0.0031588788,0.008684333,0.04352433,0.5811099
529,tour_idn5n1kv5q,0.08106026,0.03976342,0.0035936495,0.04949501,0.4183233,0.40776435
530,tour_idv5veb4tb,0.14635146,0.122055374,0.0094049955,0.104243875,0.044799972,0.5731444
531,tour_idpw5bfrjs,0.16609152,0.7489502,0.014191102,0.010546741,0.014011576,0.04620891
532,tour_idcfq6wmgd,0.13420749,0.041221168,0.0030416476,0.049764622,0.20425594,0.5675091
533,tour_idl088wh5r,0.18888664,0.72746915,0.0061439415,0.015524483,0.008571044,0.053404797
534,tour_idpjdgdpua,0.44003028,0.43830383,0.031067798,0.011314068,0.020993846,0.058290202
535,tour_idxjd8onff,0.49412525,0.18381774,0.0077326293,0.042531814,0.02883246,0.24296007
536,tour_idc4qzf6t7,0.11565457,0.056443214,0.002867995,0.019413678,0.1542428,0.65137774
537,tour_id4s54grly,0.096088134,0.04294277,0.0030680771,0.049835358,0.42105135,0.38701433
538,tour_idq4v0v1xv,0.14135092,0.8048943,0.019147115,0.005254455,0.0046205437,0.02473265
539,tour_idon3o3bqq,0.18793741,0.057205345,0.0020103892,0.009873607,0.027512515,0.7154608
540,tour_idyzpsuaop,0.16976555,0.58356434,0.028004035,0.02299879,0.034805268,0.16086203
541,tour_idpqmrov6o,0.22049406,0.70558006,0.0068434654,0.008414676,0.008434666,0.050233096
542,tour_id2s41ml3o,0.12769584,0.7762478,0.0054139066,0.022659425,0.009020102,0.05896289
543,tour_idylwnv99n,0.10822305,0.7182962,0.02252769,0.032971803,0.014730203,0.103251055
544,tour_idyvzuashf,0.06643254,0.06664163,0.001362986,0.014272922,0.024947416,0.8263425
545,tour_idmvp5l9k3,0.054818317,0.03386384,0.0025603867,0.008888989,0.14312682,0.7567417
546,tour_idrjz075wy,0.18023358,0.5717117,0.028382944,0.008843797,0.0041682236,0.2066597
547,tour_id8u0cl1nu,0.21905832,0.62604725,0.06300062,0.0035445213,0.0102346,0.0781147
548,tour_idxpwdlvjt,0.1910634,0.74337214,0.015442114,0.0032916574,0.009009965,0.037820768
549,tour_idkuh0gq5w,0.2301665,0.06328454,0.003089584,0.07178181,0.087654784,0.54402274
550,tour_id0ol6g8cc,0.0723145,0.71967536,0.08495674,0.059843097,0.0065717376,0.056638557
551,tour_idig7xxmxc,0.20053747,0.051815286,0.002749036,0.02372533,0.01816289,0.70300996
552,tour_idpqu2phax,0.33633003,0.1269452,0.0037101964,0.022983782,0.21760526,0.29242554
553,tour_idpod1yaf8,0.112999246,0.73774946,0.033987824,0.026752234,0.020619228,0.06789199
554,tour_idja659xqm,0.30978283,0.05875195,0.0044419556,0.10389034,0.08600407,0.43712884
555,tour_ide6fe1p96,0.41513205,0.066740796,0.003175263,0.037666928,0.07777541,0.39950952
556,tour_id3lmk952g,0.45912164,0.2744235,0.006667327,0.0059132203,0.019767292,0.23410697
557,tour_idgq22phgo,0.026342928,0.06713642,0.0039197,0.09699039,0.70872647,0.0968841
558,tour_id3t92mkp2,0.109401315,0.82159513,0.0197928,0.012036365,0.0046939147,0.03248045
559,tour_idzr8u5a5f,0.12725024,0.069579065,0.0071602343,0.014456231,0.3409035,0.44065076
560,tour_idj4bouc3c,0.03051074,0.03285732,0.0026215469,0.067014515,0.6597102,0.20728564
561,tour_idowiunl3x,0.42150855,0.26513648,0.0067767403,0.03334364,0.03055001,0.24268456
562,tour_idwub1uf65,0.24178885,0.45996132,0.020381114,0.017244905,0.01113384,0.24948998
563,tour_idelalp4cy,0.11297383,0.80405235,0.041617207,0.002563249,0.0026400404,0.036153346
564,tour_id1zv7p3ue,0.26812738,0.08002455,0.002946005,0.025773827,0.0436914,0.57943684
565,tour_idlndcaei6,0.1832552,0.49633732,0.012408976,0.03935292,0.03734385,0.23130172
566,tour_idf7ullinx,0.3319651,0.50081784,0.0071511106,0.028944796,0.009947717,0.121173486
567,tour_idyylazfrv,0.2557916,0.30040726,0.0063482076,0.03631519,0.041964754,0.359173
568,tour_idau4978jm,0.03632231,0.03822157,0.0025587424,0.099647224,0.56114125,0.26210895
569,tour_ido0wfi2q9,0.27288923,0.47140598,0.012347904,0.016302576,0.015833491,0.21122077
570,tour_idqs30yyoa,0.1668825,0.75490075,0.018006926,0.004296141,0.010827704,0.045086026
571,tour_idkfbmbaln,0.045864295,0.036114085,0.005164521,0.035401132,0.24929814,0.6281578
572,tour_idxwa04kde,0.126715,0.05090461,0.002910834,0.03404206,0.18860666,0.59682083
573,tour_id31rs110m,0.17125922,0.757016,0.015621073,0.008981929,0.0068416656,0.040280104
574,tour_idcbzgo8lz,0.49937683,0.37621528,0.005089239,0.031012645,0.00854094,0.079765
575,tour_idodqc3dam,0.05524831,0.049240436,0.0034543828,0.038097765,0.2351386,0.6188205
576,tour_idxak6zv0j,0.13155818,0.3350198,0.0037903893,0.006694181,0.24997172,0.27296573
577,tour_idq7a03le6,0.1917276,0.5403731,0.023784896,0.02173261,0.054940812,0.16744103
578,tour_id17gdu6e1,0.13445783,0.7900704,0.01660314,0.010512117,0.013689045,0.0346675
579,tour_idvbqe4k18,0.27677515,0.08538711,0.0060101016,0.034100965,0.09371884,0.5040078
580,tour_idilwqiqbz,0.37331235,0.41590926,0.0051742136,0.010456029,0.010027438,0.18512067
581,tour_idovxethl4,0.32403845,0.3659028,0.015828134,0.0878024,0.083119184,0.12330901
582,tour_idxc2f1h79,0.3926687,0.36018068,0.00838548,0.0066149794,0.034037374,0.19811282
583,tour_idhxqprcj6,0.15202634,0.7083595,0.012777821,0.010844604,0.0055901627,0.110401616
584,tour_idjxnbn9fo,0.32892546,0.5471667,0.0027515106,0.019694526,0.0072896825,0.094172075
585,tour_idqgy587if,0.18360564,0.0722229,0.003540426,0.07316136,0.14320412,0.5242655
586,tour_idu6c68qw7,0.13357194,0.11138636,0.009458807,0.039270986,0.27407497,0.43223697
587,tour_idzokohgpa,0.38240865,0.23428443,0.0070606163,0.018407099,0.09414158,0.26369765
588,tour_id71dycafn,0.2977386,0.6308149,0.0065704184,0.0074346373,0.007152931,0.050288487
589,tour_id47i0swnt,0.016672544,0.02615875,0.0023676855,0.011245589,0.7965413,0.14701416
590,tour_idspf2xy4k,0.05489664,0.86916095,0.049143624,0.0029014612,0.0027179432,0.021179402
591,tour_id53un079r,0.34474018,0.49546197,0.02984105,0.018259099,0.039889965,0.07180769
592,tour_idg6fqewvw,0.13950321,0.32290798,0.4803844,0.0038960446,0.010487992,0.042820387
593,tour_idxvl85u9y,0.40422496,0.1791015,0.0046803704,0.007662084,0.030667713,0.3736634
594,tour_idaf06x3t5,0.11275759,0.8413803,0.011747293,0.010885238,0.0051517175,0.018077897
595,tour_id76jcziim,0.47236344,0.18468782,0.010574558,0.04950868,0.03275627,0.25010926
596,tour_idmsnsuc80,0.060520593,0.16474456,0.0086996965,0.122485355,0.39941087,0.24413888
597,tour_idq1ucuulo,0.32227364,0.18196407,0.009187688,0.04284004,0.09047926,0.35325533
598,tour_idw1fqwp63,0.5826728,0.2401202,0.008820116,0.012274566,0.03534495,0.120767385
599,tour_idyglc269t,0.15918507,0.7745776,0.01721212,0.008899465,0.007952203,0.032173507
600,tour_idp6l8xj8i,0.013303854,0.017832546,0.0015296018,0.025356164,0.82747555,0.11450231
601,tour_idhra2sabp,0.30411795,0.16075002,0.008178448,0.11696605,0.04156592,0.36842158
602,tour_id6qo90rwg,0.10188356,0.042812005,0.0018805098,0.0149261225,0.087561056,0.75093675
603,tour_idc35jr14j,0.25114688,0.3382872,0.042093217,0.03708171,0.015848754,0.31554228
604,tour_idyzth9p4x,0.32428208,0.53845334,0.00853264,0.05110769,0.022860173,0.054764047
605,tour_id7izdtn5n,0.16307136,0.05587324,0.0050818697,0.12377936,0.13856253,0.51363164
606,tour_id79p0uncw,0.2699485,0.56007206,0.08625746,0.0060229925,0.0051233554,0.07257566
607,tour_idbxl4aqeq,0.061690625,0.6740088,0.01624915,0.05473273,0.027371785,0.16594698
608,tour_idvplcinon,0.086256444,0.0965639,0.009852042,0.16973218,0.18199162,0.45560378
609,tour_id86shi3b5,0.40406302,0.49258798,0.015454426,0.012478555,0.0035812827,0.071834676
610,tour_idxbebsmsn,0.20087662,0.12671617,0.0050766096,0.10240714,0.104827896,0.46009558
611,tour_id3lvcurtt,0.023976447,0.09764734,0.007473021,0.034173157,0.73900723,0.09772279
612,tour_idp7fokixh,0.06605589,0.71512514,0.02486354,0.032754008,0.016203173,0.14499825
613,tour_idobw0128n,0.23535454,0.38580027,0.008506408,0.030167576,0.06849983,0.2716714
614,tour_id0wioko6t,0.31562638,0.39089116,0.03861141,0.019020552,0.011043444,0.22480705
615,tour_iddrq5pzbj,0.06089595,0.05560651,0.004187148,0.04009899,0.3827628,0.45644867
616,tour_id4tpaw24e,0.033792574,0.04439774,0.0035836333,0.010499007,0.6219077,0.28581932
617,tour_id5yui7wlm,0.46617872,0.25060624,0.0055434317,0.038227286,0.033909917,0.2055344
618,tour_idgl944f6i,0.3344618,0.38190442,0.012114794,0.057927024,0.07160709,0.1419848
619,tour_id2oq942qg,0.24340819,0.05758091,0.002634684,0.03016258,0.1460886,0.52012503
620,tour_idbuq9egte,0.4455564,0.20218986,0.0049367156,0.03406887,0.026881913,0.2863662
621,tour_idjapnd4w3,0.245365,0.65839076,0.0072351396,0.0051240083,0.0055957153,0.0782894
622,tour_idfmqlujb5,0.26277035,0.6602285,0.0044282037,0.018546514,0.0077939653,0.046232525
623,tour_idbrhckivy,0.117062114,0.7946375,0.007563251,0.0142701,0.011687562,0.05477948
624,tour_idtiqukak3,0.28347135,0.12638943,0.007687246,0.021883624,0.038681142,0.5218872
625,tour_idg7paewym,0.15807177,0.062136404,0.0022293725,0.037727162,0.01251611,0.7273192
626,tour_id7zzyxyw2,0.21999595,0.04395196,0.008217154,0.015332849,0.13012467,0.58237743
627,tour_idd4m7h38v,0.44802716,0.117652334,0.0040152087,0.023648301,0.048664924,0.35799208
628,tour_idy28sqb5w,0.39495254,0.33808765,0.02935777,0.059007455,0.059850864,0.11874373
629,tour_idyo4ejcgv,0.06907769,0.057945386,0.0032084142,0.009434523,0.26683956,0.5934944
630,tour_id0g2hpil3,0.17647964,0.60251737,0.016563209,0.008008306,0.020260107,0.17617136
631,tour_idnkidhcve,0.20603663,0.70559686,0.011020467,0.0032462792,0.006493583,0.06760619
632,tour_idpobiyx9p,0.056606628,0.032646418,0.002533545,0.027542356,0.14201991,0.7386511
633,tour_idzjj9jqx0,0.18781784,0.71563894,0.035303265,0.0022829475,0.006345366,0.052611656
634,tour_idxctsf2ht,0.18771218,0.036376286,0.005054556,0.15746559,0.043497544,0.56989384
635,tour_id299yv4vw,0.18502209,0.05432673,0.003489804,0.013641268,0.08689573,0.6566244
636,tour_idhd1uskzo,0.1571019,0.0690071,0.0031406018,0.030908942,0.096757546,0.64308393
637,tour_id7xcnlfsn,0.59557194,0.3081448,0.0064721135,0.010746212,0.008387224,0.070677735
638,tour_id0qsq8oxe,0.18462268,0.7153869,0.016591989,0.012298364,0.006877408,0.06422265
639,tour_id7ackh6q0,0.024569007,0.035122387,0.0031144756,0.025200395,0.60216755,0.30982623
640,tour_idwwvhta88,0.17495431,0.07472419,0.0068993242,0.03805074,0.047774024,0.65759736
641,tour_id56l9wv0y,0.256169,0.5414965,0.064770244,0.036880467,0.009952742,0.090730995
642,tour_idl76wli7x,0.3375308,0.2262458,0.004472861,0.015280636,0.10051779,0.31595218
643,tour_idfr5jq4yh,0.19645208,0.70970047,0.0063681053,0.010721544,0.007976447,0.06878132
644,tour_idssle748f,0.13533898,0.056444336,0.002964989,0.02153918,0.11810048,0.66561204
645,tour_idsqo3ti40,0.28799266,0.16885123,0.003001752,0.032790013,0.041616432,0.46574792
646,tour_idjanr5no4,0.03868796,0.028012143,0.0018237847,0.04819588,0.54778963,0.3354906
647,tour_ids2sco4of,0.03522933,0.048063,0.0035361883,0.07060779,0.35626885,0.4862948
648,tour_idjw9cr57f,0.11734892,0.74429303,0.02834607,0.034927737,0.028208137,0.04687612
649,tour_idm4b28njz,0.2939217,0.23872049,0.009864195,0.039887153,0.05219386,0.36541262
650,tour_idr48162go,0.35476372,0.18695387,0.012647244,0.030899959,0.025336087,0.3893991
651,tour_idj5tgafry,0.27410877,0.060682006,0.0032228031,0.030740958,0.09074583,0.5404996
652,tour_id9jh9vxpl,0.2670996,0.16777582,0.007154589,0.09138775,0.068244435,0.3983378
653,tour_idbtt29ezs,0.095696524,0.051020734,0.0071869637,0.03560967,0.35524184,0.45524424
654,tour_idilosokzj,0.217636,0.7109459,0.0027390579,0.015120555,0.009222676,0.044335812
655,tour_idcxfn625q,0.46683455,0.23493665,0.0055684843,0.017226579,0.013608047,0.2618257
656,tour_id9wsn72eq,0.35566443,0.47738853,0.005197098,0.010729759,0.035380635,0.11563956
657,tour_id585v2wyr,0.3604293,0.1497824,0.0043457393,0.056688935,0.03634288,0.39241076
658,tour_idumxur077,0.06463362,0.052291036,0.0042204843,0.0124105755,0.38558066,0.48086366
659,tour_id8aul9hew,0.048959646,0.15512078,0.0035422044,0.016340492,0.52506185,0.250975
660,tour_idguryelh8,0.6504626,0.11998852,0.0056139086,0.0058847233,0.02534564,0.19270456
661,tour_iddu1ywyuq,0.60013074,0.16746113,0.0023589747,0.018456087,0.013279165,0.1983139
662,tour_id0154px60,0.22854216,0.69773203,0.012044695,0.016619107,0.0066391323,0.0384229
663,tour_idpvkc2ks7,0.43801767,0.061377015,0.0021284714,0.011852339,0.058362905,0.42826164
664,tour_idow5vv90n,0.41886,0.18551645,0.008480105,0.019810231,0.07607295,0.29126027
665,tour_id66ql6i0o,0.093257464,0.81823975,0.052596297,0.002591228,0.006708484,0.026606804
666,tour_idlfyzeb2f,0.16943005,0.21941525,0.008435804,0.35416052,0.05587258,0.19268581
667,tour_idz87gijn1,0.2914154,0.51796395,0.015098637,0.029900882,0.0070649628,0.13855617
668,tour_id99g7q0j8,0.16100639,0.64928526,0.028680434,0.031013723,0.013605188,0.11640902
669,tour_idbuknlegn,0.40914342,0.15107216,0.004083657,0.012486853,0.03430561,0.38890827
670,tour_idsjqzjq83,0.31569028,0.089641854,0.0043945713,0.07076423,0.037444416,0.48206463
671,tour_id72rxwadn,0.40069008,0.30114454,0.006345769,0.009050541,0.018836346,0.2639327
672,tour_iddjcsmbvu,0.045472153,0.12855922,0.001971526,0.010573726,0.13350636,0.67991704
673,tour_idh6ovxowr,0.22911815,0.6355873,0.013326638,0.019633126,0.008212498,0.094122276
674,tour_idlaj1elnv,0.36931226,0.11191952,0.009953044,0.03155292,0.028165204,0.44909704
675,tour_idnzii22uf,0.1422109,0.7758757,0.021130566,0.009848675,0.0049601984,0.045973998
676,tour_idxa7ncwxs,0.23182653,0.5454203,0.00800986,0.005630999,0.053535905,0.15557641
677,tour_idst9piixx,0.38002536,0.08585323,0.002888809,0.020368593,0.051660053,0.459204
678,tour_idgxvh3j5p,0.22714594,0.69394976,0.020218687,0.0032142135,0.003978183,0.051493157
679,tour_idaqiww3cq,0.23824772,0.46983632,0.008712955,0.031605244,0.014861281,0.23673649
680,tour_idl5jbhc9p,0.40783566,0.2711871,0.020564344,0.017957447,0.010165206,0.2722902
681,tour_idrohh0iej,0.18841392,0.28624594,0.28258234,0.039073788,0.012810173,0.19087385
682,tour_idco0z471i,0.22145452,0.19977194,0.005236068,0.019915536,0.040092397,0.51352954
683,tour_id90mbhpeq,0.20173974,0.7003824,0.015182122,0.013600081,0.018459117,0.05063655
684,tour_idsjmhuf9o,0.27240193,0.28330132,0.014773311,0.034309823,0.08979549,0.30541816
685,tour_id2aund0nq,0.389431,0.30628514,0.034209944,0.04795089,0.10005277,0.12207023
686,tour_idq0ek7ooh,0.36914948,0.21398403,0.0247099,0.12711774,0.011754077,0.25328484
687,tour_idh7r96vji,0.3324447,0.3666503,0.019563716,0.017032795,0.03105273,0.23325579
688,tour_idqzr5hizv,0.2459725,0.047501694,0.0033410985,0.025835473,0.08378274,0.59356654
689,tour_ide9dgh23e,0.28267205,0.21223539,0.009579439,0.04329805,0.1203739,0.33184117
690,tour_idpsbekb23,0.12007673,0.09036853,0.0029502774,0.009376347,0.25845367,0.51877445
691,tour_idha3hoqs0,0.24998109,0.37243542,0.012182092,0.021429019,0.031442653,0.31252974
692,tour_idozwfxn2i,0.032398544,0.034377582,0.0032639303,0.12714943,0.47140968,0.33140084
693,tour_id0ols4flo,0.111345515,0.06941262,0.0035098155,0.0398151,0.11071464,0.6652023
694,tour_idk3af2o24,0.1930112,0.05592614,0.0028836098,0.025320409,0.070535384,0.6523233
695,tour_idsxkkdk9m,0.038973253,0.051295847,0.0040335148,0.04561751,0.41716978,0.44291008
696,tour_idrotboiok,0.26236305,0.09372494,0.0033254968,0.07245115,0.07830076,0.48983464
697,tour_idtvk0nzir,0.3769521,0.491841,0.004091395,0.008190195,0.007571067,0.11135423
698,tour_id7b25l327,0.1656274,0.7811353,0.006338441,0.016628323,0.00515288,0.025117662
699,tour_id301mdhoz,0.26680392,0.64747685,0.0049084215,0.015053756,0.005049369,0.06070767
700,tour_idw5jku7h4,0.060380902,0.035410125,0.0025932319,0.040089067,0.098999694,0.762527
701,tour_iddv1ac0d6,0.16732585,0.21666613,0.32767212,0.021875171,0.0119109405,0.25454977
702,tour_id5kn6ayq8,0.38287887,0.13018422,0.0071322448,0.011354812,0.042088617,0.4263613
703,tour_idudx6pa3n,0.22092834,0.12447555,0.0034436863,0.0115413,0.044930737,0.59468037
704,tour_idkohgviy2,0.074677624,0.044759307,0.0028503772,0.07501679,0.16880013,0.6338958
705,tour_idb52zwb3n,0.20649272,0.048347853,0.0032445285,0.068746425,0.21093096,0.46223754
706,tour_id9tah8wac,0.27903977,0.5722538,0.088322565,0.013753909,0.0044243163,0.04220561
707,tour_idfmbk2h3k,0.15520458,0.6853846,0.011448994,0.027863726,0.0176278,0.10247037
708,tour_ido7znu49f,0.029146526,0.044256452,0.0032170536,0.06710807,0.50151885,0.35475305
709,tour_idvl119p83,0.29202288,0.60851806,0.035471767,0.0032725604,0.007731777,0.052982956
710,tour_idxkklke8o,0.24220803,0.672726,0.010464105,0.0066473503,0.015946392,0.05200815
711,tour_idlu5r95pt,0.201361,0.5307919,0.0088141505,0.021192754,0.021938175,0.215902
712,tour_id0p6w1xgb,0.39460093,0.26866835,0.00988356,0.019037556,0.05241121,0.25539836
713,tour_id76q91lvi,0.18897907,0.06969956,0.0026007008,0.038451664,0.16952027,0.5307487
714,tour_idsrx9oeiu,0.24990961,0.3233195,0.008315361,0.007431442,0.050623402,0.36040068
715,tour_idl9bf3q73,0.01431123,0.023520406,0.0017196044,0.014058176,0.881188,0.06520266
716,tour_id1bmx69uf,0.004977842,0.020873338,0.0005089144,0.009045544,0.9509992,0.013595211
717,tour_id3vbdrwo7,0.22446157,0.49503472,0.03441908,0.012632976,0.03263002,0.20082164
718,tour_idp0ldld28,0.35699663,0.3399661,0.011145095,0.006379338,0.019665364,0.2658475
719,tour_idb6xjf30i,0.51469105,0.13261285,0.00409876,0.007921888,0.031249527,0.30942592
720,tour_idn8r0mrv1,0.2714357,0.07496258,0.0026516758,0.011155724,0.02081746,0.61897683
721,tour_id4iqvuwh0,0.059007782,0.058666136,0.003528238,0.111084916,0.3241809,0.44353208
722,tour_idta1xwe8n,0.120956,0.6881563,0.08063815,0.019689325,0.013165602,0.07739463
723,tour_idlg5466ay,0.044763975,0.034890994,0.003470459,0.049080595,0.16764656,0.7001474
724,tour_idj3mvcyzi,0.19289033,0.68651646,0.009226871,0.013917304,0.0065667485,0.090882264
725,tour_idygm2q0ap,0.3858371,0.05146959,0.0029116706,0.030467972,0.12587103,0.40344265
726,tour_idrvlb22i6,0.5083779,0.091387644,0.020582022,0.038429428,0.04574354,0.29547945
727,tour_idmxvo87r3,0.6366875,0.23303905,0.010338839,0.005125042,0.008543154,0.106266454
728,tour_idv6hadhed,0.034271814,0.035154704,0.0033266225,0.022330021,0.51449937,0.39041743
729,tour_idk4w14i0e,0.41568068,0.4289439,0.0154962875,0.013071087,0.010778969,0.11602906
730,tour_idwb3174up,0.47362706,0.102524795,0.0046512987,0.041795596,0.010340661,0.3670605
731,tour_idr8etu15v,0.12305637,0.04616233,0.004443669,0.10177176,0.29867586,0.42589006
732,tour_id519yt4qv,0.102892786,0.79087347,0.061779622,0.0028594,0.011999769,0.029594995
733,tour_idgohgx3xj,0.07689337,0.7761381,0.04228215,0.0033365705,0.0047060386,0.09664371
734,tour_idptzfw7yq,0.41682532,0.44667736,0.0060166596,0.006379929,0.0054686572,0.1186321
735,tour_idkcmne82z,0.103496045,0.14933373,0.009545918,0.009533682,0.4252861,0.3028045
736,tour_idpggda7cw,0.19774288,0.62361336,0.00781664,0.011864482,0.039608177,0.119354434
737,tour_id36pog7rk,0.21138337,0.0840378,0.007933749,0.09356252,0.2396162,0.36346638
738,tour_id4lc48knj,0.15488373,0.061567184,0.008973564,0.038106132,0.20608787,0.53038156
739,tour_id0ytg00qy,0.21926226,0.16672002,0.00651676,0.021894744,0.18754384,0.39806235
740,tour_idmfsefl7x,0.48153746,0.060866203,0.0020110563,0.02479681,0.044961877,0.38582662
741,tour_idyy3r1ja8,0.35688892,0.40352622,0.01033984,0.020209048,0.01611043,0.19292557
742,tour_idrc4wv7c7,0.020777779,0.10833437,0.8548757,0.003939199,0.003239991,0.008832969
743,tour_idmnv92spa,0.44566658,0.22301638,0.024361365,0.029309226,0.04534461,0.23230182
744,tour_id8nmwwdfs,0.13989367,0.6325856,0.021433467,0.049767338,0.040538035,0.1157819
745,tour_id0z5aiunj,0.21796449,0.32781503,0.03357942,0.12053022,0.070244804,0.22986609
746,tour_id1bxey85y,0.3285425,0.102696076,0.005487698,0.02795609,0.088589355,0.44672832
747,tour_id8coy0v3v,0.38503948,0.4035035,0.0060391785,0.03731161,0.009948281,0.15815799
748,tour_idjb6n7eu5,0.12971039,0.61065763,0.063739315,0.107779294,0.016884949,0.071228445
749,tour_idbr5v4f4m,0.26407975,0.10717126,0.01294465,0.01092718,0.14181338,0.46306378
750,tour_id87l2uzh5,0.062986776,0.060212,0.0034492975,0.026761478,0.29435116,0.5522393
751,tour_idnwu049ji,0.10143745,0.06951383,0.0033047157,0.035938907,0.34145495,0.4483501
752,tour_idqo7c3uog,0.25581124,0.060717393,0.0032341406,0.031822454,0.09798916,0.5504256
753,tour_idzcjtpxxc,0.12973301,0.13744754,0.0068300767,0.26529986,0.08049059,0.38019893
754,tour_idv0rkxhow,0.09932693,0.038882483,0.0024329699,0.111627355,0.08755566,0.6601746
755,tour_idl9vrmf7e,0.07250004,0.05492781,0.0030926976,0.01156723,0.1695887,0.68832356
756,tour_idjdfc03bq,0.44614655,0.06224924,0.0027804787,0.034590025,0.045552764,0.40868095
757,tour_idahxp4udy,0.19232315,0.23870699,0.15000747,0.078969546,0.032809895,0.30718297
758,tour_idg1m2vsa7,0.61816746,0.058188207,0.0040456983,0.010881179,0.011425813,0.2972916
759,tour_idljhaackq,0.5172609,0.10325038,0.0052509247,0.023030406,0.067512386,0.28369498
760,tour_idm6upcide,0.5352243,0.15557295,0.011489566,0.0054159896,0.023601003,0.26869613
761,tour_idlvhnae7h,0.18030682,0.7299425,0.03556706,0.0023668942,0.010670988,0.04114571
762,tour_idj98rznyi,0.21856813,0.113887675,0.0032722175,0.0077373064,0.048690826,0.6078439
763,tour_idh8817yfm,0.65581256,0.06914948,0.0027448474,0.0142343985,0.04535509,0.21270366
764,tour_idz5fwnwz8,0.23967518,0.09463432,0.0041997526,0.054529514,0.21306932,0.39389193
765,tour_idjubf19fd,0.09608653,0.27288997,0.57820493,0.0024433774,0.0063189454,0.044056263
766,tour_idjm5rn0v1,0.2686983,0.59481996,0.03229528,0.023882464,0.011565569,0.06873842
767,tour_idhysxvzg4,0.19816934,0.111178085,0.010243717,0.092986114,0.10767313,0.47974962
768,tour_id1knwaa8z,0.16264601,0.09057572,0.022558846,0.12339943,0.025252854,0.5755671
769,tour_id6ro0xpf9,0.054451887,0.03382819,0.0017590459,0.025812872,0.06392405,0.820224
770,tour_idjit1xekm,0.22840439,0.1919219,0.010230545,0.008097257,0.13029584,0.43105003
771,tour_idfcyfiams,0.11822971,0.2943592,0.0047487696,0.025931789,0.11209679,0.44463375
772,tour_id6egw397t,0.29856625,0.27849334,0.010079441,0.06660287,0.036265746,0.3099923
773,tour_idwt7ku4kz,0.43808594,0.09512232,0.0035595861,0.023751993,0.090602785,0.34887743
774,tour_id6ha7qum1,0.11338026,0.7386802,0.09156912,0.009655296,0.014780706,0.031934462
775,tour_idaxevwiu9,0.14637384,0.6144449,0.021196052,0.021668686,0.02962781,0.1666887
776,tour_id3abov8ch,0.3914738,0.48120913,0.0078885285,0.035733562,0.018233182,0.06546177
777,tour_idrofcvqbp,0.6520467,0.108685225,0.011668076,0.011706032,0.011478944,0.20441501
778,tour_idwkij9dag,0.08858752,0.3169219,0.0045455685,0.026880411,0.30434442,0.2587202
779,tour_id5gwuc6iz,0.4975161,0.23198985,0.021813283,0.051973127,0.02547726,0.17123035
780,tour_idk41qj1vk,0.34856692,0.067288436,0.0045562536,0.110470176,0.03797135,0.4311469
781,tour_id64rm1s49,0.20387143,0.69317186,0.025460308,0.012186818,0.031376902,0.033932656
782,tour_idoopj707q,0.2547587,0.18098426,0.007947955,0.016087985,0.042534567,0.4976866
783,tour_id5b4720f6,0.30561623,0.09325104,0.0026861809,0.030796012,0.08413101,0.4835195
784,tour_idce9apgxf,0.24155785,0.046124633,0.0033278842,0.045324113,0.13062231,0.5330432
785,tour_idk8fjskx5,0.13918667,0.78499675,0.016044239,0.0026579013,0.004335333,0.05277914
786,tour_idz1qc1qo9,0.26193938,0.097484365,0.0037534058,0.0355817,0.05087049,0.5503707
787,tour_ida8jfb2yl,0.1696639,0.47159976,0.02259698,0.057617918,0.03523612,0.24328533
788,tour_idhu5m0kig,0.24523726,0.10832559,0.004470136,0.36642656,0.03917115,0.23636936
789,tour_idmj6kz6u7,0.21151556,0.5981377,0.014835566,0.0509452,0.019167697,0.10539831
790,tour_idixzy17dq,0.22773989,0.35996237,0.01541613,0.057815053,0.016781555,0.32228503
791,tour_id2t8h8rzj,0.09787973,0.17227644,0.010124267,0.023825498,0.027837986,0.6680561
792,tour_idmc8xwedk,0.43172908,0.37376264,0.035681173,0.030682972,0.023234552,0.10490965
793,tour_id5pv35sct,0.30548388,0.54093903,0.0040486087,0.030788034,0.015655836,0.103084646
794,tour_id3ppq2h72,0.14536917,0.53325313,0.12999043,0.04516186,0.060839985,0.08538547
795,tour_id2jkrks8q,0.28681257,0.52639455,0.012461817,0.013264245,0.009392914,0.1516739
796,tour_idagyhkkt4,0.26683542,0.60787135,0.025415502,0.016252125,0.024330305,0.059295334
797,tour_idx1b0f9eo,0.3998371,0.10000999,0.006838687,0.028607666,0.1042294,0.36047718
798,tour_idgiiy4h3j,0.0560804,0.059559803,0.0035334704,0.054082442,0.19371156,0.6330324
